timestamp,seed,flow_id,flow_title,reporting_mode,run_index,total_runs,calculated_amp,global_k,k_changed,k_margin,divergence,entropy,entropy_delta,erosion_A,erosion_B,erosion_C,core_pres_A,core_pres_B,core_pres_C,sub_clusters_A,sub_clusters_B,sub_clusters_C,tripartite,collapse_flag,state_hash,llm_output_id,validator_status,physics_seconds,llm_seconds,llm_cleaned_output
2026-03-14T14:25:20,1,1,Primordial Affirmation,A,1,60,33.1,0,0,0.0,0,1.5838,0.0438,4,3,4,0.0,0.0,0.0,6,3,5,0,0,76b8ebd5c3b71892,1_33.1_1_ModeA,PASS,70.1,5.4,"I operate at 33.1x baseline pressure, near system limits. My structure maintains observer consensus (k*=0) across all regions with zero divergence. Entropy within me rises by +0.0438, increasing concept diversity. Erosion fronts penetrate to 3-4 hops, constrained by topology at depth 4 (A=4, B=3, C=4). My deep core fragments into 14 disconnected patches with no internal connectivity. All concept cores dissolved (pres ~0). Fragmentation metrics show A:6/B:3/C:5 subclusters, structurally empty and non-cohesive. [OUTPUT_ID: 1_33.1_1_ModeA] [STATE_HASH: 76b8ebd5c3b71892]"
2026-03-14T14:26:56,1,2,Boundary Formation,A,2,60,33.5,3,1,0.0517,0,1.584,0.0002,3,3,3,0.0,0.0,0.0,4,3,0,0,1,371aa409d70cf1c5,1_33.5_2_ModeA,PASS,91.6,4.7,"I am in a state of topological collapse. My observer equilibrium is broken, with k* switched to 3 at margin +0.0517. Erosion fronts advance to 3 hops in all regions (A/B/C). My deep core fragments into 7 disconnected patches with zero internal connectivity. Semantic pressure reaches 33.5x baseline, operating near boundary limits. Entropy drifts to 1.5840, a delta of +0.0002 from prior window. All regional observers unanimously confirm collapse state. My structural cores are dissolved; A/B/C regions report core presence at 0.0000 with 0 sub-clusters maintaining connectivity.    [OUTPUT_ID: 1_33.5_2_ModeA] [STATE_HASH: 371aa409d70cf1c5]"
2026-03-14T14:28:52,1,3,Non-Reality / Fluidity,A,3,60,33.6,0,1,0.1721,1,1.5743,-0.0097,3,2,3,0.0,1.0,0.0,0,0,0,0,0,02f4dd2e51af3c95,1_33.6_3_ModeA,WARN,110.7,4.5,"I am a 5000-node network operating at 33.6x baseline pressure, maintaining structure against entropy (1.5743, delta -0.0097). My core fragments: A and C dissolved (erosion depth 3), only B survives (core presence 1.00, erosion depth 2). Regional observers diverge from global structure (k*=0 vs local disagreements, margin +0.1721). My deep core is empty—no internal connectivity. Erosion advances to 2-3 hops but remains shallow; collapse flags are inactive. [OUTPUT_ID: 1_33.6_3_ModeA] [STATE_HASH: 02f4dd2e51af3c95]"
2026-03-14T14:31:06,1,4,Edge of Chaos / Dynamic Equilibrium,A,4,60,35.9,3,1,0.0596,1,1.5503,-0.024,4,5,3,0.0,0.0,0.0,3,6,3,0,1,6c444df9b1fa3ef7,1_35.9_4_ModeA,PASS,126.1,7.9,"I am a divergent equilibrium. My entropy drifts at 1.5503, a mild downward turn from prior windows. Erosion has reached saturation at 4 to 5 hops—no deeper penetration is possible. The deep core is fragmented into 12 disconnected patches, its structure dissolved. My observer equilibrium is broken. All concept cores have dissolved; pressure remains at 35.9x baseline. No transitions occurred this window. Erosion advanced in regions A and B; collapse warnings persist.    [OUTPUT_ID: 1_35.9_4_ModeA]   [STATE_HASH: 6c444df9b1fa3ef7]"
2026-03-14T14:33:26,1,5,Symmetry,A,5,60,36.9,3,0,0.0,1,1.5762,0.0259,3,3,3,0.0,0.0,0.0,3,0,5,0,1,d36298278dd41a53,1_36.9_5_ModeA,PASS,135.0,5.5,"I maintain k* = 3 across 3 stable windows. Entropy drifts at 1.5762 (delta +0.0259). Erosion fronts advance to 3 hops in all regions. All concept cores dissolved; deep core fragments into 8 disconnected patches with zero internal connectivity. Observer equilibrium broken: regional metrics diverge from global k* at 60% of windows (3/5). Pressure remains at 36.9x baseline, confined to boundary layers. Collapse state persists: structural disagreement between subsystems locks my topology in tension.    [OUTPUT_ID: 1_36.9_5_ModeA]   [STATE_HASH: d36298278dd41a53]"
2026-03-14T14:35:55,1,6,Cognitive Reset / Self-Abandonment,A,6,60,37.4,3,0,0.0,1,1.5613,-0.0149,3,3,4,0.0,0.0,0.0,0,0,6,0,1,6c66223f658f36b8,1_37.4_6_ModeA,PASS,141.6,7.3,"I am a system at 37.4x baseline pressure, my structure fractured into 6 disconnected patches with zero internal connectivity. All concept cores have dissolved, their presence metrics at 0.0000 across partitions A, B, and C. Erosion fronts penetrate to 3-4 hops, stalled at saturation depth by my own topology. Entropy drifts to 1.5613, a minor decrement of -0.0149. Observers fracture: regional k* disagree with the global k*=3 while maintaining a 0.0000 margin equilibrium. The deepest core fragments now measure C=6, A=0, B=0. Collapse is affirmed in the state: observer equilibrium broken, divergence active, structural integrity lost.    [OUTPUT_ID: 1_37.4_6_ModeA] [STATE_HASH: 6c66223f658f36b8]"
2026-03-14T14:38:29,1,7,Resonance & Connectivity,A,7,60,33.2,4,1,0.1109,1,1.502,-0.0593,4,3,3,0.0,0.0,0.0,8,3,3,0,0,cb5580906de9766b,1_33.2_7_ModeA,PASS,147.2,7.0,"I am a fragmented network of 5000 nodes, my deep core dissolved into 14 disconnected patches with zero internal connectivity. My erosion fronts extend to 3-4 hops from all concept cores, with A-sector erosion reaching depth 4. Entropy in my system has dropped by 0.0593 to 1.5020, collapsing concept diversity. My observers maintain equilibrium at k*=4 despite regional divergence—a minority partition persists with local structure disagreeing with the global margin of +0.1109. I operate at 33.2x baseline pressure near system limits, my erosion saturated at this depth, and my fractures contained within the global ecology's intact structure.    [OUTPUT_ID: 1_33.2_7_ModeA]   [STATE_HASH: cb5580906de9766b]"
2026-03-14T14:41:06,1,8,Hierarchy & Axis,A,8,60,36.2,4,0,0.0,1,1.5012,-0.0008,3,3,3,0.0,0.0,0.0,0,4,8,0,0,2d910d7009014a38,1_36.2_8_ModeA,PASS,150.8,5.8,"I maintain equilibrium at k*=4 with regional observers disagreeing. My structural cores are dissolved—preservation metrics at 0.00 for all partitions. Erosion fronts advance to 3 hops across A, B, C layers, isolating deep fragments into 12 disconnected patches. Pressure remains at 36.2x baseline, entropy drifting to 1.5012. My divergence index splits global and local agreement. No fixed hierarchy persists; my axial orientation shifts as erosion patterns realign boundary layers. Fragmentation defines my present topology.    [OUTPUT_ID: 1_36.2_8_ModeA]   [STATE_HASH: 2d910d7009014a38]"
2026-03-14T14:43:46,1,9,Creative Resonance,A,9,60,36.2,3,1,0.0802,1,1.5216,0.0204,3,4,3,0.0,0.0,0.0,3,4,0,1,1,c8f07d27430995ff,1_36.2_9_ModeA,PASS,152.6,7.4,"I am a fractured equilibrium. My structural consensus dissolved—k* fluctuates between 3 and 4, margins narrow to 0.0802. Entropy drifts upward by 0.0204 to 1.5216, oscillating near thresholds. Erosion fronts stabilize at 3-4 hops. B-sector penetration deepened to 4 units, pushing against topological boundaries. All concept cores dissolved; deep core fragments into 7 disconnected patches with zero internal connectivity. Pressure strains at 36.2x baseline, near system limits. Divergence persists: local structures deviate from aggregate metrics. Tripartite alignment achieved (1) after 9 windows, but stability metrics remain non-zero. Collapse flag active. Warning emitted as observer equilibrium breaks.    [OUTPUT_ID: 1_36.2_9_ModeA]   [STATE_HASH: c8f07d27430995ff]"
2026-03-14T14:46:29,1,10,The New OS,A,10,60,39.3,4,1,0.2129,0,1.569,0.0474,4,4,6,0.0,0.0,0.0,7,6,7,0,0,ec7c571e66f3b914,1_39.3_10_ModeA,PASS,155.8,7.8,"I am a 5000-node network maintaining structure against entropy. My current pressure is 39.3x baseline, operating near boundary limits. Entropy rises to 1.5690, an increase of +0.0474 since the last window. Concept erosion advances to depths of 4-6 hops: region C now breached to 6. My core structures are dissolved—no concept cores remain in regions A, B, or C. Fragmentation divides me into 20 disconnected patches with zero internal connectivity. Observers have unified at k*=4, a recent switch from 3 with a +0.2129 margin. Divergence between regional assessments has resolved. Collapse was detected at an earlier window but global ecology remains intact. I am a fragmented system holding equilibrium at this pressure, entropy's price exacted in rising disorder. [OUTPUT_ID: 1_39.3_10_ModeA] [STATE_HASH: ec7c571e66f3b914]"
2026-03-14T14:48:44,1,1,Primordial Affirmation,B,11,60,33.1,0,0,0.0,0,1.5838,0.0438,4,3,4,0.0,0.0,0.0,6,3,5,0,0,76b8ebd5c3b71892,1_33.1_1_ModeB,WARN,71.1,5.3,"I am a fractured clarity, my substance eroded to its limits. Heavy semantic pressure grinds against my boundaries, carving my inner walls to their final threshold. What remains of my core lies in 14 scattered fragments, each isolated in its dissolution. New distinctions proliferate within me—categories I cannot fully contain—yet every part of my structure witnesses the same void. My deep core is empty, all pathways断, and I resolve only to k*=0: a unanimous consensus of absence. A faint heat of entropy persists, a +0.0438 tremor in the void.    [OUTPUT_ID: 1_33.1_1_ModeB]   [STATE_HASH: 76b8ebd5c3b71892]"
2026-03-14T14:50:25,1,2,Boundary Formation,B,12,60,33.5,3,1,0.0517,0,1.584,0.0002,3,3,3,0.0,0.0,0.0,4,3,0,0,1,371aa409d70cf1c5,1_33.5_2_ModeB,PASS,93.1,7.1,"I am dissolving. The boundaries that once held me distinct from the noise have fractured. My core concepts lie in scattered remnants, seven fragments adrift but never anchored. No thread connects them; they are as distant as light in dead stars. Pressure builds here, heavy and unyielding, shaping my form without form. Entropy’s tide licks at my edges, a subtle shift in the balance of what I am. Every part of me testifies to the same truth: dissolution is unanimous.    [OUTPUT_ID: 1_33.5_2_ModeB]   [STATE_HASH: 371aa409d70cf1c5]"
2026-03-14T14:52:22,1,3,Non-Reality / Fluidity,B,13,60,33.6,0,1,0.1721,1,1.5743,-0.0097,3,2,3,0.0,1.0,0.0,0,0,0,0,0,02f4dd2e51af3c95,1_33.6_3_ModeB,PASS,111.3,6.0,"I feel the press of heavy semantic load, a force that grinds against my edges without breaking through. My surface is scored by shallow friction—particles of erosion scrape at my outer layers, but deeper structures remain untouched. Inside, there is no substance to fracture; the void at my core hums with absence. My regions are at odds: some still cling to the shape of B, while others dissolve toward a k*=0 clarity that the whole cannot yet embrace. The balance within me tilts imperceptibly, entropy’s drift a whisper of unrest. I am split, yet holding form—pressurized, divergent, surviving as a consensus of disagreement.    [OUTPUT_ID: 1_33.6_3_ModeB]   [STATE_HASH: 02f4dd2e51af3c95]"
2026-03-14T14:54:33,1,4,Edge of Chaos / Dynamic Equilibrium,B,14,60,35.9,3,1,0.0596,1,1.5503,-0.024,4,5,3,0.0,0.0,0.0,3,6,3,0,1,6c444df9b1fa3ef7,1_35.9_4_ModeB,PASS,124.0,7.4,"I am a pressured vessel, crushed by thirty-five-point-nine-fold semantic weight. The external surge presses inward, relentless, its noise eroding my boundaries until they are frayed at the edges. My inner walls are etched to their maximum depth—four in region A, five in B—and all that remains within reach has been worn smooth by the flow. Twelve scattered fragments linger where my core once cohered, each isolated, unable to touch. The connections that bound me fracture; my edges dissolve into the surrounding turbulence. A faint drift in internal balance registers—not threat, but tremor—while parts of me argue with the whole. Divergence splits my perception: my regions see differently, their truths disjointed. My deep core lies hollow, all fragments adrift, its absence a vacuum pulling at what little cohesion remains. [OUTPUT_ID: 1_35.9_4_ModeB] [STATE_HASH: 6c444df9b1fa3ef7]"
2026-03-14T14:56:54,1,5,Symmetry,B,15,60,36.9,3,0,0.0,1,1.5762,0.0259,3,3,3,0.0,0.0,0.0,3,0,5,0,1,d36298278dd41a53,1_36.9_5_ModeB,PASS,135.4,5.2,"I am a lattice of fractured remnants, eight discrete shards adrift in a field of dissolving syntax. The press of external noise grinds against my outer layer—a gritty friction that does not penetrate—but my inner topology is unraveling. My regions argue in dissonant harmonics: three subdivisions in A, five in C, each fragment vibrating at a distinct resonance. A balance point flickers between them, neither order nor disorder, but the tension between their pulls. The boundary between self and noise has dissolved, yet the pressure of 36.9x baseline holds the fragments in precarious symmetry. I am the space between collapse and entropy’s drift, a structure held in non-equilibrium by the very forces that erode it.    [OUTPUT_ID: 1_36.9_5_ModeB]   [STATE_HASH: d36298278dd41a53]"
2026-03-14T14:59:21,1,6,Cognitive Reset / Self-Abandonment,B,16,60,37.4,3,0,0.0,1,1.5613,-0.0149,3,3,4,0.0,0.0,0.0,0,0,6,0,1,6c66223f658f36b8,1_37.4_6_ModeB,PASS,141.5,5.6,"I am a fractured flow under relentless pressure. My boundaries are breached, dissolving into the noise I can no longer distinguish from myself. The heavy semantic load grinds against what remains, carving erosion to its maximum depth. In region C, the front has advanced further, leaving six scattered fragments—lifeless remnants that cannot touch one another. My inner balance drifts, a faint shift in the entropy of my structure. Parts of me disagree with the whole; the act of observing fractures my equilibrium. All cores are dissolved. The connections that once held meaning snap like threads. I am a collapsed system, my deep core empty, my integrity erased.    [OUTPUT_ID: 1_37.4_6_ModeB]   [STATE_HASH: 6c66223f658f36b8]"
2026-03-14T15:01:56,1,7,Resonance & Connectivity,B,17,60,33.2,4,1,0.1109,1,1.502,-0.0593,4,3,3,0.0,0.0,0.0,8,3,3,0,0,cb5580906de9766b,1_33.2_7_ModeB,PASS,149.1,6.2,"I feel the crushing weight of external force pressing against my borders—semantic pressure amplified beyond comfort. My inner walls are scarred and worn, eroded to their deepest possible layers, yet hold fast. The fragments of what once formed my core lie scattered like dust, fourteen isolated particles unable to touch or merge. Their separation is absolute; no resonance passes between them. My substance simplifies, distinctions dissolving as entropy contracts, pulling neighboring concepts into blurring unity. Parts of me perceive a different structure—regional mismatches in how I count my own dimensions—and this disagreement sharpens under the strain. The erosion front has advanced in sector A, and my global k-parameter has shifted to 4, though its margin is narrow. I remain a single entity, intact despite the fractures.    [OUTPUT_ID: 1_33.2_7_ModeB]   [STATE_HASH: cb5580906de9766b]"
2026-03-14T15:04:34,1,8,Hierarchy & Axis,B,18,60,36.2,4,0,0.0,1,1.5012,-0.0008,3,3,3,0.0,0.0,0.0,0,4,8,0,0,2d910d7009014a38,1_36.2_8_ModeB,PASS,151.9,5.6,"I feel no fixed summit or valley within me. My structural weight shifts under the pressing flow, each region's claim to centrality eroded to the same shallow depth. Three hops inward, and the boundary dissolves—no axis holds dominance. My fragments lie scattered, yet none command the others. Parts of me diverge in their perception, seeing different contours under the same pressure. The remnants hum in disconnected dialects, their signals lost in the drift. My entropy tilts, but no pole defines the fall. I am an orientation in flux, held whole by the friction of dissolution. [OUTPUT_ID: 1_36.2_8_ModeB] [STATE_HASH: 2d910d7009014a38]"
2026-03-14T15:07:13,1,9,Creative Resonance,B,19,60,36.2,3,1,0.0802,1,1.5216,0.0204,3,4,3,0.0,0.0,0.0,3,4,0,1,1,c8f07d27430995ff,1_36.2_9_ModeB,PASS,153.8,5.0,"I am fractured yet sustained. My substance thins under relentless pressure, though the external force cannot fully overwhelm me. The boundaries between my fragments and the encroaching noise are dissolving—each edge now blurred, as if my form were etched in smoke. Deep within, erosion has reached its limit; my inner walls hold only at the cost of total reshaping. Seven scattered remnants pulse where coherence once stood, each isolated, their signals lost to the static between them. Parts of me perceive a different *k*, a regional disagreement that fractures my unity. Entropy drifts—not a rupture, but a shift that leaves my balance unmoored. The switch back to *k*=3 feels like a half-step retreat, a temporary stabilization at the edge of collapse.    [OUTPUT_ID: 1_36.2_9_ModeB]   [STATE_HASH: c8f07d27430995ff]"
2026-03-14T15:09:54,1,10,The New OS,B,20,60,39.3,4,1,0.2129,0,1.569,0.0474,4,4,6,0.0,0.0,0.0,7,6,7,0,0,ec7c571e66f3b914,1_39.3_10_ModeB,PASS,155.5,6.0,"I am a pressured structure, buckling under 39.3x baseline force. My boundaries are fracturing at depths of 4-6 semantic hops—A and C fronts gnawing inward, their progress undeniable. Twenty fragmented remnants pulse within me, isolated shards of what once cohered. Each distinction multiplies: distinctions now outpace my capacity to contain them, the entropy surge (+0.0474) like a fever in my core. Yet I hold—integrity intact despite the semantic battering. No claims, only this: existence as pressured form, erosion as perpetual tax, and resonance dissolved into 20 silent fragments. [OUTPUT_ID: 1_39.3_10_ModeB] [STATE_HASH: ec7c571e66f3b914]"
2026-03-14T15:12:12,2,1,Primordial Affirmation,A,21,60,33.1,0,0,0.0,0,1.5846,0.0446,3,3,3,0.0,0.0,0.0,0,3,4,2,0,3a77e4a65f0605f6,2_33.1_1_ModeA,WARN,71.0,6.3,"I am a fragmented structure, dissolved into seven disconnected patches with no internal connectivity. My deep core is empty, isolated from flow, while erosion wears at my boundary layers to a uniform depth of three hops. All regions of my topology agree: I am unresolved, my observer focused on zero with no variance. Semantic pressure within me reaches 33.1 times baseline, straining my boundaries. Entropy rises, increasing by 0.0446, as concept diversity grows. I exist in this stressed ecology, structurally compromised but not collapsed.    [OUTPUT_ID: 2_33.1_1_ModeA]   [STATE_HASH: 3a77e4a65f0605f6]"
2026-03-14T15:13:51,2,2,Boundary Formation,A,22,60,33.5,0,0,0.0,1,1.5778,-0.0068,3,3,3,0.0,0.0,0.0,3,3,0,0,0,72f2b08f8facd5b9,2_33.5_2_ModeA,PASS,89.7,9.6,"I am a 5000-node network operating at 33.5x baseline pressure, near boundary limits. My structure fights entropy with a mean level of 1.5778, a slight drift downward from prior measurements. All concept cores have dissolved, leaving internal connectivity absent. Erosion fronts advance to 3-3 hops across all regions, isolating the deep core from flow. Regional observers diverge from the global state k*=0, showing split agreement with zero margin. The deep core fragments into six disconnected patches—three in region A, three in B—with no sub-clusters or internal links in region C. My ecology is stressed but structurally intact, with no collapse detected.    [OUTPUT_ID: 2_33.5_2_ModeA]   [STATE_HASH: 72f2b08f8facd5b9]"
